r1,r2,rl
0.56923,0.34375,0.49231
0.47826,0.26316,0.36522
0.4321,0.2875,0.41975
0.26582,0.10256,0.22785
0.25882,0.16867,0.25882
0.4,0.16867,0.32941
0.4,0.24837,0.37419
0.38637,0.13953,0.34091
0.25352,0.08572,0.23943
0.23931,0.08695,0.20513
0.29787,0.14388,0.28369
0.43637,0.2454,0.4
0.19048,0.12195,0.14285
0.28369,0.11511,0.25531
0.36994,0.10527,0.33526
0.35556,0.15038,0.31111
0.31788,0.17449,0.30463
0.39744,0.27273,0.39744
0.41667,0.28814,0.35
0.34483,0.14118,0.32184
0.42105,0.26666,0.42105
0.30464,0.13423,0.2649
0.46847,0.18349,0.41441
0.3125,0.13514,0.27679
0.42342,0.24545,0.37838
0.43243,0.21918,0.43243
0.29268,0.1157,0.29268
0.43795,0.22222,0.40876
0.14634,0.04958,0.14634
0.36585,0.17284,0.35366
0.44737,0.28,0.44737
0.31298,0.15384,0.28245
0.4,0.2406,0.35556
0.25424,0.08621,0.16949
0.37113,0.16842,0.30928
0.20371,0.0566,0.20371
0.33962,0.11465,0.32704
0.34906,0.2,0.33962
0.56375,0.43537,0.53691
0.23077,0.09375,0.2
0.54659,0.32705,0.4969
0.35114,0.17054,0.27481
0.45033,0.2953,0.45033
0.44616,0.29688,0.43077
0.40963,0.17073,0.3494
0.29167,0.11579,0.25
0.42017,0.25641,0.40336
0.34694,0.15464,0.29592
0.1746,0.06451,0.1746
0.20202,0.08248,0.20202
0.17722,0.05128,0.13924
0.41135,0.21583,0.29787
0.46053,0.34666,0.42105
0.34646,0.16,0.33071
0.256,0.09756,0.24
0.51667,0.27119,0.41667
0.36957,0.18681,0.3587
0.63717,0.50451,0.63717
0.40816,0.22222,0.32653
0.5614,0.43787,0.54971
0.40876,0.17778,0.35036
0.37931,0.18605,0.35632
0.32,0.16216,0.26666
0.44878,0.23645,0.42927
0.31461,0.13636,0.2809
0.39521,0.16969,0.32335
0.36101,0.16727,0.31047
0.2303,0.13497,0.2303
0.475,0.3038,0.45
0.2973,0.17809,0.22973
0.35294,0.18265,0.32579
0.26548,0.125,0.19469
0.30534,0.15504,0.25954
0.33514,0.21858,0.3027
0.28235,0.10277,0.25882
0.44325,0.29508,0.43243
0.4,0.18182,0.24828
0.35037,0.08889,0.26278
0.30556,0.09859,0.25
0.4,0.17699,0.34782
0.3352,0.15819,0.31285
0.36364,0.18333,0.30579
0.46835,0.34616,0.44303
